ProbeID	Ptr	Name	Description
209005_at	1943227	FBXL5	 F-box and leucine-rich repeat protein 5
209006_s_at	1943449	LOC101928189 /// RSRP1	 uncharacterized LOC101928189 /// arginine/serine-rich protein 1
209007_s_at	1943715	LOC101928189 /// RSRP1	 uncharacterized LOC101928189 /// arginine/serine-rich protein 1
209008_x_at	1943981	KRT8	 keratin 8
209009_at	1944174	ESD	 esterase D
209010_s_at	1944365	TRIO	 trio Rho guanine nucleotide exchange factor
209011_at	1944600	TRIO	 trio Rho guanine nucleotide exchange factor
209012_at	1944826	TRIO	 trio Rho guanine nucleotide exchange factor
209013_x_at	1945052	TRIO	 trio Rho guanine nucleotide exchange factor
209014_at	1945282	MAGED1	 melanoma antigen family D, 1
209015_s_at	1945496	DNAJB6	 DnaJ (Hsp40) homolog, subfamily B, member 6
209016_s_at	1945728	KRT7	 keratin 7
209017_s_at	1945922	LONP1	 lon peptidase 1, mitochondrial
209018_s_at	1946139	PINK1	 PTEN induced putative kinase 1
209019_s_at	1946356	PINK1	 PTEN induced putative kinase 1
209020_at	1946574	OSER1	 oxidative stress responsive serine-rich 1
209021_x_at	1946800	ATG13	 autophagy related 13
209022_at	1947008	STAG2	 stromal antigen 2
209023_s_at	1947210	STAG2	 stromal antigen 2
209024_s_at	1947415	SYNCRIP	 synaptotagmin binding, cytoplasmic RNA interacting protein
209025_s_at	1947662	SYNCRIP	 synaptotagmin binding, cytoplasmic RNA interacting protein
209026_x_at	1947908	TUBB	 tubulin, beta class I
209027_s_at	1948116	ABI1	 abl-interactor 1
209028_s_at	1948319	ABI1	 abl-interactor 1
209029_at	1948518	COPS7A	 COP9 signalosome subunit 7A
209030_s_at	1948731	CADM1	 cell adhesion molecule 1
209031_at	1948940	CADM1	 cell adhesion molecule 1
209032_s_at	1949144	CADM1	 cell adhesion molecule 1
209033_s_at	1949353	DYRK1A	 dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
209034_at	1949607	PNRC1	 proline-rich nuclear receptor coactivator 1
209035_at	1949835	MDK	 midkine (neurite growth-promoting factor 2)
209036_s_at	1950062	MDH2	 malate dehydrogenase 2, NAD (mitochondrial)
209037_s_at	1950290	EHD1	 EH-domain containing 1
209038_s_at	1950499	EHD1	 EH-domain containing 1
209039_x_at	1950708	EHD1	 EH-domain containing 1
209040_s_at	1950915	PSMB8	 proteasome (prosome, macropain) subunit, beta type, 8
209041_s_at	1951154	UBE2G2	 ubiquitin-conjugating enzyme E2G 2
209042_s_at	1951376	UBE2G2	 ubiquitin-conjugating enzyme E2G 2
209043_at	1951593	PAPSS1	 3'-phosphoadenosine 5'-phosphosulfate synthase 1
209044_x_at	1951827	SF3B4	 splicing factor 3b, subunit 4, 49kDa
209045_at	1952051	XPNPEP1	 X-prolyl aminopeptidase (aminopeptidase P) 1, soluble
209046_s_at	1952290	GABARAPL2	 GABA(A) receptor-associated protein-like 2
209047_at	1952523	AQP1	 aquaporin 1 (Colton blood group)
209048_s_at	1952739	ZMYND8	 zinc finger, MYND-type containing 8
209049_s_at	1952961	ZMYND8	 zinc finger, MYND-type containing 8
209050_s_at	1953185	RALGDS	 ral guanine nucleotide dissociation stimulator
209051_s_at	1953420	RALGDS	 ral guanine nucleotide dissociation stimulator
209052_s_at	1953654	WHSC1	 Wolf-Hirschhorn syndrome candidate 1
209053_s_at	1953877	WHSC1	 Wolf-Hirschhorn syndrome candidate 1
209054_s_at	1954100	WHSC1	 Wolf-Hirschhorn syndrome candidate 1
209055_s_at	1954322	CDC5L	 cell division cycle 5-like
209056_s_at	1954534	CDC5L	 cell division cycle 5-like
209057_x_at	1954748	CDC5L	 cell division cycle 5-like
209058_at	1954962	EDF1	 endothelial differentiation-related factor 1
209059_s_at	1955191	EDF1	 endothelial differentiation-related factor 1
209060_x_at	1955422	NCOA3	 nuclear receptor coactivator 3
209061_at	1955640	NCOA3	 nuclear receptor coactivator 3
209062_x_at	1955853	NCOA3	 nuclear receptor coactivator 3
209063_x_at	1956071	PAIP1	 poly(A) binding protein interacting protein 1
209064_x_at	1956302	PAIP1	 poly(A) binding protein interacting protein 1
209065_at	1956535	UQCRB	 ubiquinol-cytochrome c reductase binding protein
209066_x_at	1956768	UQCRB	 ubiquinol-cytochrome c reductase binding protein
209067_s_at	1957002	HNRNPDL	 heterogeneous nuclear ribonucleoprotein D-like
209068_at	1957236	HNRNPDL	 heterogeneous nuclear ribonucleoprotein D-like
209069_s_at	1957470	H3F3A /// H3F3B /// MIR4738	 H3 histone, family 3A /// H3 histone, family 3B (H3.3B) /// microRNA 4738
209070_s_at	1957751	RGS5	 regulator of G-protein signaling 5
209071_s_at	1957968	RGS5	 regulator of G-protein signaling 5
209072_at	1958189	MBP	 myelin basic protein
209073_s_at	1958391	LOC101928143 /// LOC101930388 /// NUMB	 uncharacterized LOC101928143 /// uncharacterized LOC101930388 /// numb homolog (Drosophila)
209074_s_at	1958702	FAM107A	 family with sequence similarity 107, member A
209075_s_at	1958935	ISCU	 iron-sulfur cluster assembly enzyme
209076_s_at	1959153	WDR45B	 WD repeat domain 45B
209077_at	1959361	TXN2	 thioredoxin 2
209078_s_at	1959557	TXN2	 thioredoxin 2
209079_x_at	1959755	PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5	 protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 5
209080_x_at	1961056	GLRX3	 glutaredoxin 3
209081_s_at	1961257	COL18A1	 collagen, type XVIII, alpha 1
209082_s_at	1961475	COL18A1	 collagen, type XVIII, alpha 1
209083_at	1961693	CORO1A	 coronin, actin binding protein, 1A
209084_s_at	1961913	RAB28	 RAB28, member RAS oncogene family
209085_x_at	1962132	RFC1	 replication factor C (activator 1) 1, 145kDa
209086_x_at	1962363	MCAM /// MIR6756	 melanoma cell adhesion molecule /// microRNA 6756
209087_x_at	1962609	MCAM	 melanoma cell adhesion molecule
209088_s_at	1962826	UBN1	 ubinuclein 1
209089_at	1963025	RAB5A	 RAB5A, member RAS oncogene family
209090_s_at	1963244	SH3GLB1	 SH3-domain GRB2-like endophilin B1
209091_s_at	1963468	SH3GLB1	 SH3-domain GRB2-like endophilin B1
209092_s_at	1963690	GLOD4	 glyoxalase domain containing 4
209093_s_at	1963905	GBA /// GBAP1	 glucosidase, beta, acid /// glucosidase, beta, acid pseudogene 1
209094_at	1964163	DDAH1	 dimethylarginine dimethylaminohydrolase 1
209095_at	1964390	DLD	 dihydrolipoamide dehydrogenase
209096_at	1964604	UBE2V2	 ubiquitin-conjugating enzyme E2 variant 2
209097_s_at	1964829	JAG1	 jagged 1
209098_s_at	1965024	JAG1	 jagged 1
209099_x_at	1965219	JAG1	 jagged 1
209100_at	1965413	IFRD2	 interferon-related developmental regulator 2
209101_at	1965640	CTGF	 connective tissue growth factor
209102_s_at	1965853	HBP1	 HMG-box transcription factor 1
209103_s_at	1966070	UFD1L	 ubiquitin fusion degradation 1 like (yeast)
209104_s_at	1966301	NHP2	 NHP2 ribonucleoprotein
209105_at	1966507	NCOA1	 nuclear receptor coactivator 1
209106_at	1966723	NCOA1	 nuclear receptor coactivator 1
209107_x_at	1966939	NCOA1	 nuclear receptor coactivator 1
209108_at	1967156	TSPAN6	 tetraspanin 6
209109_s_at	1967355	TSPAN6	 tetraspanin 6
209110_s_at	1967553	RGL2	 ral guanine nucleotide dissociation stimulator-like 2
209111_at	1967793	RNF5 /// RNF5P1	 ring finger protein 5, E3 ubiquitin protein ligase /// ring finger protein 5, E3 ubiquitin protein ligase pseudogene 1
209112_at	1968106	CDKN1B	 cyclin-dependent kinase inhibitor 1B (p27, Kip1)
209113_s_at	1968340	HMG20B	 high mobility group 20B
209114_at	1968550	TSPAN1	 tetraspanin 1
209115_at	1968750	UBA3	 ubiquitin-like modifier activating enzyme 3
209116_x_at	1968975	HBB	 hemoglobin, beta
209117_at	1969176	WBP2	 WW domain binding protein 2
209118_s_at	1969385	TUBA1A	 tubulin, alpha 1a
209119_x_at	1969590	NR2F2	 nuclear receptor subfamily 2, group F, member 2
209120_at	1969825	NR2F2	 nuclear receptor subfamily 2, group F, member 2
209121_x_at	1970057	NR2F2	 nuclear receptor subfamily 2, group F, member 2
209122_at	1970292	PLIN2	 perilipin 2
209123_at	1970486	QDPR	 quinoid dihydropteridine reductase
209124_at	1970703	MYD88	 myeloid differentiation primary response 88
209125_at	1970931	KRT6A	 keratin 6A
209126_x_at	1971130	KRT6B	 keratin 6B
209127_s_at	1971328	SART3	 squamous cell carcinoma antigen recognized by T cells 3
209128_s_at	1971570	SART3	 squamous cell carcinoma antigen recognized by T cells 3
209129_at	1971812	TRIP6	 thyroid hormone receptor interactor 6
209130_at	1972033	SNAP23	 synaptosomal-associated protein, 23kDa
209131_s_at	1972257	SNAP23	 synaptosomal-associated protein, 23kDa
209132_s_at	1972483	COMMD4	 COMM domain containing 4
209133_s_at	1972693	COMMD4	 COMM domain containing 4
209134_s_at	1972904	RPS6	 ribosomal protein S6
209135_at	1973111	ASPH	 aspartate beta-hydroxylase
209136_s_at	1973320	USP10	 ubiquitin specific peptidase 10
209137_s_at	1973539	USP10	 ubiquitin specific peptidase 10
209138_x_at	1973757	IGLC1	 immunoglobulin lambda constant 1 (Mcg marker)
209139_s_at	1973990	PRKRA	 protein kinase, interferon-inducible double stranded RNA dependent activator
209140_x_at	1974254	HLA-B	 major histocompatibility complex, class I, B
209141_at	1974485	UBE2G1	 ubiquitin-conjugating enzyme E2G 1
209142_s_at	1974706	UBE2G1	 ubiquitin-conjugating enzyme E2G 1
209143_s_at	1974929	CLNS1A	 chloride channel, nucleotide-sensitive, 1A
209144_s_at	1975159	CBFA2T2	 core-binding factor, runt domain, alpha subunit 2; translocated to, 2
209145_s_at	1975416	CBFA2T2	 core-binding factor, runt domain, alpha subunit 2; translocated to, 2
209146_at	1975675	MSMO1	 methylsterol monooxygenase 1
209147_s_at	1975887	PPAP2A	 phosphatidic acid phosphatase type 2A
209148_at	1976109	RXRB	 retinoid X receptor, beta
209149_s_at	1976317	TM9SF1	 transmembrane 9 superfamily member 1
209150_s_at	1976542	IPO4 /// TM9SF1	 importin 4 /// transmembrane 9 superfamily member 1
209151_x_at	1976791	TCF3	 transcription factor 3
209152_s_at	1977009	TCF3	 transcription factor 3
209153_s_at	1977216	TCF3	 transcription factor 3
209154_at	1977425	P2RX5-TAX1BP3 /// TAX1BP3	 P2RX5-TAX1BP3 readthrough (NMD candidate) /// Tax1 (human T-cell leukemia virus type I) binding protein 3
209155_s_at	1977734	NT5C2	 5'-nucleotidase, cytosolic II
209156_s_at	1977949	COL6A2	 collagen, type VI, alpha 2
209157_at	1978162	DNAJA2	 DnaJ (Hsp40) homolog, subfamily A, member 2
209158_s_at	1978391	CYTH2	 cytohesin 2
209159_s_at	1978588	NDRG4	 NDRG family member 4
209160_at	1978797	AKR1C3	 aldo-keto reductase family 1, member C3
209161_at	1979022	PRPF4	 pre-mRNA processing factor 4
209162_s_at	1979236	PRPF4	 pre-mRNA processing factor 4
209163_at	1979452	CYB561	 cytochrome b561
209164_s_at	1979654	CYB561	 cytochrome b561
209165_at	1979856	AATF	 apoptosis antagonizing transcription factor
209166_s_at	1980083	MAN2B1	 mannosidase, alpha, class 2B, member 1
209167_at	1980310	GPM6B	 glycoprotein M6B
209168_at	1980513	GPM6B	 glycoprotein M6B
209169_at	1980714	GPM6B	 glycoprotein M6B
209170_s_at	1980917	GPM6B	 glycoprotein M6B
209171_at	1981121	ITPA	 inosine triphosphatase (nucleoside triphosphate pyrophosphatase)
209172_s_at	1981369	CENPF	 centromere protein F, 350/400kDa
209173_at	1981588	AGR2	 anterior gradient 2
209174_s_at	1981791	QRICH1	 glutamine-rich 1
209175_at	1981992	SEC23IP	 SEC23 interacting protein
209176_at	1982204	SEC23IP	 SEC23 interacting protein
209177_at	1982417	NDUFAF3	 NADH dehydrogenase (ubiquinone) complex I, assembly factor 3
209178_at	1982665	DHX38	 DEAH (Asp-Glu-Ala-His) box polypeptide 38
209179_s_at	1982890	MBOAT7	 membrane bound O-acyltransferase domain containing 7
209180_at	1983130	RABGGTB	 Rab geranylgeranyltransferase, beta subunit
209181_s_at	1983359	RABGGTB /// SNORD45A /// SNORD45B /// SNORD45C	 Rab geranylgeranyltransferase, beta subunit /// small nucleolar RNA, C/D box 45A /// small nucleolar RNA, C/D box 45B /// small nucleolar RNA, C/D box 45C
209182_s_at	1983739	C10orf10	 chromosome 10 open reading frame 10
209183_s_at	1983965	C10orf10	 chromosome 10 open reading frame 10
209184_s_at	1984190	IRS2	 insulin receptor substrate 2
209185_s_at	1984402	IRS2	 insulin receptor substrate 2
209186_at	1984616	ATP2A2	 ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
209187_at	1984857	DR1	 down-regulator of transcription 1, TBP-binding (negative cofactor 2)
209188_x_at	1985108	DR1	 down-regulator of transcription 1, TBP-binding (negative cofactor 2)
209189_at	1985362	FOS	 FBJ murine osteosarcoma viral oncogene homolog
209190_s_at	1985592	DIAPH1	 diaphanous-related formin 1
209191_at	1985806	TUBB6	 tubulin, beta 6 class V
209192_x_at	1986015	KAT5	 K(lysine) acetyltransferase 5
209193_at	1986230	PIM1	 Pim-1 proto-oncogene, serine/threonine kinase
209194_at	1986457	CETN2	 centrin, EF-hand protein, 2
209195_s_at	1986669	ADCY6	 adenylate cyclase 6
209196_at	1986874	WDR46	 WD repeat domain 46
209197_at	1987079	SYT11	 synaptotagmin XI
209198_s_at	1987279	SYT11	 synaptotagmin XI
209199_s_at	1987482	MEF2C	 myocyte enhancer factor 2C
209200_at	1987694	MEF2C	 myocyte enhancer factor 2C
209201_x_at	1987905	CXCR4	 chemokine (C-X-C motif) receptor 4
209202_s_at	1988122	EXTL3	 exostosin-like glycosyltransferase 3
209203_s_at	1988345	BICD2	 bicaudal D homolog 2 (Drosophila)
209204_at	1988566	LMO4	 LIM domain only 4
209205_s_at	1988769	LMO4	 LIM domain only 4
209206_at	1988973	LOC102724364 /// SEC22B	 vesicle-trafficking protein SEC22b-like /// SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (gene/pseudogene)
209207_s_at	1989296	LOC100996517 /// LOC102724364 /// SEC22B	 vesicle-trafficking protein SEC22b-like /// vesicle-trafficking protein SEC22b-like /// SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (gene/pseudogene)
209208_at	1989681	MPDU1	 mannose-P-dolichol utilization defect 1
209209_s_at	1989904	FERMT2	 fermitin family member 2
209210_s_at	1990116	FERMT2	 fermitin family member 2
209211_at	1990329	KLF5	 Kruppel-like factor 5 (intestinal)
209212_s_at	1990545	KLF5	 Kruppel-like factor 5 (intestinal)
209213_at	1990764	CBR1	 carbonyl reductase 1
209214_s_at	1990969	EWSR1	 EWS RNA-binding protein 1
209215_at	1991182	MFSD10	 major facilitator superfamily domain containing 10
209216_at	1991417	WDR45	 WD repeat domain 45
209217_s_at	1991622	WDR45	 WD repeat domain 45
209218_at	1991826	SQLE	 squalene epoxidase
209219_at	1992028	MIR1236 /// NELFE	 microRNA 1236 /// negative elongation factor complex member E
209220_at	1992287	GPC3	 glypican 3
209221_s_at	1992482	OSBPL2	 oxysterol binding protein-like 2
209222_s_at	1992703	OSBPL2	 oxysterol binding protein-like 2
209223_at	1992922	NDUFA2	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa
209224_s_at	1993168	NDUFA2	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa
209225_x_at	1993413	TNPO1	 transportin 1
209226_s_at	1993612	TNPO1	 transportin 1
209227_at	1993813	TUSC3	 tumor suppressor candidate 3
209228_x_at	1994024	TUSC3	 tumor suppressor candidate 3
209229_s_at	1994239	PPP6R1	 protein phosphatase 6, regulatory subunit 1
209230_s_at	1994468	NUPR1	 nuclear protein, transcriptional regulator, 1
209231_s_at	1994699	DCTN5	 dynactin 5 (p25)
209232_s_at	1994903	DCTN5	 dynactin 5 (p25)
209233_at	1995105	EMG1	 EMG1 N1-specific pseudouridine methyltransferase
209234_at	1995338	KIF1B	 kinesin family member 1B
209235_at	1995547	CLCN7	 chloride channel, voltage-sensitive 7
209236_at	1995768	SLC23A2	 solute carrier family 23 (ascorbic acid transporter), member 2
209237_s_at	1996017	SLC23A2	 solute carrier family 23 (ascorbic acid transporter), member 2
209238_at	1996269	STX3	 syntaxin 3
209239_at	1996463	NFKB1	 nuclear factor of kappa light polypeptide gene enhancer in B-cells 1
209240_at	1996716	OGT	 O-linked N-acetylglucosamine (GlcNAc) transferase
209241_x_at	1996949	MINK1	 misshapen-like kinase 1
209242_at	1997158	PEG3	 paternally expressed 3
209243_s_at	1997365	PEG3	 paternally expressed 3
209244_s_at	1997575	KIF1C	 kinesin family member 1C
209245_s_at	1997785	---	 ---
209246_at	1997974	ABCF2	 ATP-binding cassette, sub-family F (GCN20), member 2
209247_s_at	1998211	ABCF2	 ATP-binding cassette, sub-family F (GCN20), member 2
209248_at	1998448	GHITM	 growth hormone inducible transmembrane protein
209249_s_at	1998680	GHITM	 growth hormone inducible transmembrane protein
209250_at	1998913	DEGS1	 delta(4)-desaturase, sphingolipid 1
209251_x_at	1999131	TUBA1C	 tubulin, alpha 1c
209252_at	1999336	HARS2	 histidyl-tRNA synthetase 2, mitochondrial
209253_at	1999559	SORBS3	 sorbin and SH3 domain containing 3
209254_at	1999778	KLHDC10	 kelch domain containing 10
209255_at	1999990	KLHDC10	 kelch domain containing 10
209256_s_at	2000203	KLHDC10	 kelch domain containing 10
209257_s_at	2000417	SMC3	 structural maintenance of chromosomes 3
209258_s_at	2000642	SMC3	 structural maintenance of chromosomes 3
209259_s_at	2000868	SMC3	 structural maintenance of chromosomes 3
209260_at	2001089	SFN	 stratifin
209261_s_at	2001281	NR2F6	 nuclear receptor subfamily 2, group F, member 6
209262_s_at	2001516	NR2F6	 nuclear receptor subfamily 2, group F, member 6
209263_x_at	2001750	TSPAN4	 tetraspanin 4
209264_s_at	2001952	TSPAN4	 tetraspanin 4
209265_s_at	2002154	METTL3	 methyltransferase like 3
209266_s_at	2002366	SLC39A8	 solute carrier family 39 (zinc transporter), member 8
209267_s_at	2002606	SLC39A8	 solute carrier family 39 (zinc transporter), member 8
209268_at	2002847	VPS45	 vacuolar protein sorting 45 homolog (S. cerevisiae)
209269_s_at	2003084	SYK	 spleen tyrosine kinase
209270_at	2003290	LAMB3	 laminin, beta 3
209271_at	2003489	BPTF	 bromodomain PHD finger transcription factor
209272_at	2003715	NAB1	 NGFI-A binding protein 1 (EGR1 binding protein 1)
209273_s_at	2003949	ISCA1	 iron-sulfur cluster assembly 1
209274_s_at	2004166	ISCA1	 iron-sulfur cluster assembly 1
209275_s_at	2004383	CLN3	 ceroid-lipofuscinosis, neuronal 3
209276_s_at	2004602	GLRX	 glutaredoxin (thioltransferase)
209277_at	2004817	TFPI2	 tissue factor pathway inhibitor 2
209278_s_at	2005038	TFPI2	 tissue factor pathway inhibitor 2
209279_s_at	2005258	NSDHL	 NAD(P) dependent steroid dehydrogenase-like
209280_at	2005489	MRC2	 mannose receptor, C type 2
209281_s_at	2005700	ATP2B1	 ATPase, Ca++ transporting, plasma membrane 1
209282_at	2005932	PRKD2	 protein kinase D2
209283_at	2006133	CRYAB	 crystallin, alpha B
209284_s_at	2006337	FAM208A	 family with sequence similarity 208, member A
209285_s_at	2006571	FAM208A	 family with sequence similarity 208, member A
209286_at	2006805	CDC42EP3	 CDC42 effector protein (Rho GTPase binding) 3
209287_s_at	2007039	CDC42EP3	 CDC42 effector protein (Rho GTPase binding) 3
209288_s_at	2007274	CDC42EP3	 CDC42 effector protein (Rho GTPase binding) 3
209289_at	2007510	NFIB	 nuclear factor I/B
209290_s_at	2007712	NFIB	 nuclear factor I/B
209291_at	2007916	ID4	 inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
209292_at	2008168	ID4	 inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
209293_x_at	2008422	ID4	 inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
209294_x_at	2008677	TNFRSF10B	 tumor necrosis factor receptor superfamily, member 10b
209295_at	2008919	TNFRSF10B	 tumor necrosis factor receptor superfamily, member 10b
209296_at	2009163	PPM1B	 protein phosphatase, Mg2+/Mn2+ dependent, 1B
209297_at	2009392	ITSN1	 intersectin 1 (SH3 domain protein)
209298_s_at	2009612	ITSN1	 intersectin 1 (SH3 domain protein)
209299_x_at	2009833	PPIL2	 peptidylprolyl isomerase (cyclophilin)-like 2
209300_s_at	2010065	NECAP1	 NECAP endocytosis associated 1
209301_at	2010283	CA2	 carbonic anhydrase II
209302_at	2010486	POLR2H	 polymerase (RNA) II (DNA directed) polypeptide H
209303_at	2010720	NDUFS4	 NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)
209304_x_at	2010988	GADD45B	 growth arrest and DNA-damage-inducible, beta
209305_s_at	2011220	GADD45B	 growth arrest and DNA-damage-inducible, beta
209306_s_at	2011453	SWAP70	 SWAP switching B-cell complex 70kDa subunit
209307_at	2011684	SWAP70	 SWAP switching B-cell complex 70kDa subunit
209308_s_at	2011914	BNIP2	 BCL2/adenovirus E1B 19kDa interacting protein 2
209309_at	2012146	AZGP1	 alpha-2-glycoprotein 1, zinc-binding
209310_s_at	2012368	CASP4	 caspase 4, apoptosis-related cysteine peptidase
209311_at	2012602	BCL2L2	 BCL2-like 2
209312_x_at	2012799	HLA-DQB1 /// HLA-DRB1 /// HLA-DRB4 /// HLA-DRB5 /// LOC100996809 /// LOC101060835	 major histocompatibility complex, class II, DQ beta 1 /// major histocompatibility complex, class II, DR beta 1 /// major histocompatibility complex, class II, DR beta 4 /// major histocompatibility complex, class II, DR beta 5 /// HLA class II histocompatibility antigen, DRB1-10 beta chain-like /// HLA class II histocompatibility antigen, DQ beta 1 chain-like
209313_at	2013425	GPN1	 GPN-loop GTPase 1
209314_s_at	2013627	HBS1L	 HBS1-like translational GTPase
209315_at	2013845	HBS1L	 HBS1-like translational GTPase
209316_s_at	2014060	HBS1L	 HBS1-like translational GTPase
209317_at	2014276	POLR1C	 polymerase (RNA) I polypeptide C, 30kDa
209318_x_at	2014502	PLAGL1	 pleiomorphic adenoma gene-like 1
209320_at	2014721	ADCY3	 adenylate cyclase 3
209321_s_at	2014926	ADCY3	 adenylate cyclase 3
209322_s_at	2015133	SH2B1	 SH2B adaptor protein 1
209323_at	2015343	PRKRIR	 protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
209324_s_at	2015634	RGS16	 regulator of G-protein signaling 16
209325_s_at	2015858	RGS16	 regulator of G-protein signaling 16
209326_at	2016080	SLC35A2	 solute carrier family 35 (UDP-galactose transporter), member A2
209327_s_at	2016331	NOP16	 NOP16 nucleolar protein
209328_x_at	2016541	HIGD2A	 HIG1 hypoxia inducible domain family, member 2A
209329_x_at	2016776	HIGD2A	 HIG1 hypoxia inducible domain family, member 2A
209330_s_at	2017012	HNRNPD	 heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
209331_s_at	2017289	MAX	 MYC associated factor X
209332_s_at	2017497	MAX	 MYC associated factor X
209333_at	2017704	ULK1	 unc-51 like autophagy activating kinase 1
209334_s_at	2017929	PSMD9	 proteasome (prosome, macropain) 26S subunit, non-ATPase, 9
209335_at	2018174	DCN	 decorin
209336_at	2018363	PWP2	 PWP2 periodic tryptophan protein homolog (yeast)
209337_at	2018596	PSIP1	 PC4 and SFRS1 interacting protein 1
209338_at	2018816	TFCP2	 transcription factor CP2
209339_at	2019026	SIAH2	 siah E3 ubiquitin protein ligase 2
209340_at	2019246	UAP1	 UDP-N-acteylglucosamine pyrophosphorylase 1
209341_s_at	2019474	IKBKB	 inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
209342_s_at	2019735	IKBKB	 inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
209343_at	2019995	EFHD1	 EF-hand domain family, member D1
209344_at	2020212	TPM4	 tropomyosin 4
209345_s_at	2020410	PI4K2A	 phosphatidylinositol 4-kinase type 2 alpha
209346_s_at	2020641	PI4K2A	 phosphatidylinositol 4-kinase type 2 alpha
209347_s_at	2020871	MAF	 v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog
209348_s_at	2021119	MAF	 v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog
209349_at	2021364	RAD50	 RAD50 homolog (S. cerevisiae)
209350_s_at	2021575	GPS2	 G protein pathway suppressor 2
209351_at	2021790	KRT14	 keratin 14
209352_s_at	2021986	SIN3B	 SIN3 transcription regulator family member B
209353_s_at	2022216	---	 ---
209354_at	2022407	TNFRSF14	 tumor necrosis factor receptor superfamily, member 14
209355_s_at	2022648	PPAP2B	 phosphatidic acid phosphatase type 2B
209356_x_at	2022874	EFEMP2	 EGF containing fibulin-like extracellular matrix protein 2
209357_at	2023121	CITED2	 Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
209358_at	2023389	TAF11	 TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa
209359_x_at	2023654	LOC100506403 /// LOC101928269 /// RUNX1	 uncharacterized LOC100506403 /// uncharacterized LOC101928269 /// runt-related transcription factor 1
209360_s_at	2023979	LOC100506403 /// LOC101928269 /// RUNX1	 uncharacterized LOC100506403 /// uncharacterized LOC101928269 /// runt-related transcription factor 1
209361_s_at	2024302	PCBP4	 poly(rC) binding protein 4
209362_at	2024513	LOC101928625 /// MED21	 uncharacterized LOC101928625 /// mediator complex subunit 21
209363_s_at	2024774	LOC101928625 /// MED21	 uncharacterized LOC101928625 /// mediator complex subunit 21
209364_at	2025039	BAD	 BCL2-associated agonist of cell death
209365_s_at	2025260	ECM1	 extracellular matrix protein 1
209366_x_at	2025476	CYB5A	 cytochrome b5 type A (microsomal)
209367_at	2025694	STXBP2	 syntaxin binding protein 2
209368_at	2025905	EPHX2	 epoxide hydrolase 2, cytoplasmic
209369_at	2026119	ANXA3	 annexin A3
209370_s_at	2026313	SH3BP2	 SH3-domain binding protein 2
209371_s_at	2026528	SH3BP2	 SH3-domain binding protein 2
209372_x_at	2026742	TUBB2A /// TUBB2B	 tubulin, beta 2A class IIa /// tubulin, beta 2B class IIb
209373_at	2026997	MALL	 mal, T-cell differentiation protein-like
209374_s_at	2027221	IGHM	 immunoglobulin heavy constant mu
209375_at	2027435	XPC	 xeroderma pigmentosum, complementation group C
209376_x_at	2027665	SCAF11	 SR-related CTD-associated factor 11
209377_s_at	2027889	HMGN3	 high mobility group nucleosomal binding domain 3
